formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom)
Pr3InN,5,Pr3 In1 N1,5.07883424,5.07883424,5.07883424,90.0,90.0,90.0,cubic,Pm-3m,0.0010523,-24.9831971,-0.999355071,0.0,6.991011548,0.0,False,131.0062805
Pr3InO,5,Pr3 In1 O1,5.01386593,5.01386074,5.01386074,90.0,90.0,90.0,cubic,Pm-3m,8.9e-06,-5.929620028,-1.510910203,0.0,7.292578793,0.0,False,126.0425704
Pr3SnN,5,Pr3 Sn1 N1,5.05045937,5.05046559,5.05046559,90.0,90.0,90.0,cubic,Pm-3m,3.63e-05,-6.330217394,-0.983364599,0.0,7.159657733,0.0,False,128.8230908
PrAl3Ag,5,Pr1 Al3 Ag1,4.305298048,4.305298048,6.325608988,70.13945489,70.13946475,90.03529006,tet,I4mm,0.0,-4.185117418,-0.410090093,0.0,5.324966167,0.0,False,102.8201302
PrAl3Cu,5,Pr1 Al3 Cu1,6.097226883,6.097226883,6.097226883,139.33091,139.33091,58.87063967,tet,I4mm,0.0,-12.60127271,-0.511863236,0.0,4.970010434,0.0,False,95.35492455
PrAlO3,10,Pr1 Al1 O3,5.313161821,5.313161678,5.313160873,60.4327145,60.43271113,60.43272144,trig,R-3c,0.0,-8.332834387,-3.655848326,0.0,6.694744447,4.1325,False,107.0957811
PrBO3,20,Pr1 B1 O3,5.07421834,5.77535461,8.16741715,90.0,90.0,90.0,ortho,Pnma,0.0,-8.710246638,-3.446497389,0.0,5.542315603,4.6526,True,239.3495105
PrBPt3,5,Pr1 B1 Pt3,4.03625293,4.03625293,5.10236568,90.0,90.0,90.0,tet,P4mm,0.0,-6.784278456,-0.846625818,0.0,14.72214065,0.0,False,83.12436244
PrBRh3,5,Pr1 B1 Rh3,4.24621053,4.24624226,4.24620336,90.0,90.0,90.0,cubic,Pm-3m,0.0179892,-7.381872872,-0.668315504,0.0,9.986435175,0.0,False,76.56090895
PrBS3,20,Pr1 B1 S3,7.66742708,6.02901654,8.97746712,90.0,90.0,90.0,ortho,Pna2_1,0.0,-6.328215389,-1.550227003,0.0,3.967889557,2.4441,True,415.0017737
PrCoGe3,5,Pr1 Co1 Ge3,5.787387694,5.787387694,5.787387694,136.2953947,136.2953947,63.52397956,tet,I4mm,7.6e-06,-5.721135752,-0.561541403,0.0,7.595181891,0.0,False,91.3352983
PrCoO3,20,Pr1 Co1 O3,5.40230677,5.34896231,7.59490712,90.0,90.0,90.0,ortho,Pnma,2e-07,-7.851972208,-2.497417969,0.0,7.50079971,0.0,False,219.4680207
PrCrO3,20,Pr1 Cr1 O3,5.46700644,5.52184358,7.7524912,90.0,90.0,90.0,ortho,Pnma,12.0000002,-8.980136609,-3.121656221,0.0,6.837139434,2.0419,True,234.0318509
PrCrSe3,20,Pr1 Cr1 Se3,3.97378937,8.18812469,13.77453414,90.0,90.0,90.0,ortho,Pnma,11.9954115,-6.479408272,-1.4921576,0.0,6.369317066,0.0,False,448.1941782
PrErS3,40,Pr1 Er1 S3,3.96697321,11.0433063,21.5370807,78.58082629,90.0,90.0,mono,P2_1/m,0.0,-19.87069783,-2.383820075,0.0,5.808271668,0.6393,True,924.8304559
PrFeGe3,5,Pr1 Fe1 Ge3,5.826913979,5.826913979,5.826913979,136.6352255,136.6352255,62.99978067,tet,I4mm,5.08e-05,-5.916397888,-0.489482641,0.0,7.4760963,0.0,False,92.10423563
PrFeO3,20,Pr1 Fe1 O3,5.49878697,5.63563068,7.82389895,90.0,90.0,90.0,ortho,Pnma,19.9690725,-8.378956726,-2.757081589,0.0,6.705028764,1.0793,False,242.4558416
PrGa3Au,5,Pr1 Ga3 Au1,4.325099194,4.325097714,6.184387706,69.59754446,69.59753927,90.10098336,tet,I4mm,1e-07,-4.038639726,-0.607911421,0.0,9.027664635,0.0,False,100.62255
PrGa3Pd,5,Pr1 Ga3 Pd1,6.127424246,6.127424246,6.127424246,139.515171,139.515171,58.5901875,tet,I-4m2,0.0,-4.497758418,-0.685830151,0.0,7.890177266,0.0,False,96.07268576
PrGa3Pt,5,Pr1 Ga3 Pt1,6.144710443,6.144710443,6.144710443,139.8260152,139.8260152,58.1175652,tet,I-4m2,0.0,-4.71320457,-0.723026001,0.0,9.460611338,0.0,False,95.68732132
PrGe3Rh,5,Pr1 Ge3 Rh1,5.916428591,5.916428591,5.916428591,136.1819902,136.1819902,63.69910077,tet,I4mm,0.0,-5.906688374,-0.700915795,0.0,7.82603097,0.0,False,97.97123687
PrLuS3,10,Pr1 Lu1 S3,6.577864898,6.577864898,9.49266203,90.0,90.0,145.6458729,ortho,Cmcm,0.0,-20.70885352,-2.391086762,0.0,5.904416369,0.785,False,231.7782857
PrLuSe3,10,Pr1 Lu1 Se3,4.0329571,6.851853697,9.9481706,90.0,90.0,107.1153746,ortho,Cmcm,0.0,-24.27343904,-2.189735595,0.0,6.987287394,0.4935,False,262.7259017
PrMnO3,20,Pr1 Mn1 O3,5.47926694,5.57528151,7.78248656,90.0,90.0,90.0,ortho,Pnma,15.9999997,-8.703889929,-2.943615976,0.0,6.812606999,0.057,False,237.7429456
PrNiO3,20,Pr1 Ni1 O3,5.37445976,5.42801121,7.63202038,90.0,90.0,90.0,ortho,Pnma,3.9996803,-7.490565825,-2.406667594,0.0,7.386578894,0.0,False,222.6460901
PrNiSb3,60,Pr1 Ni1 Sb3,6.25385066,12.82277019,18.3944112,90.0,90.0,90.0,ortho,Pbcm,3e-07,-5.326100304,-0.733577933,0.0,7.630835534,0.0,False,1475.078917
PrRhO3,20,Pr1 Rh1 O3,5.40540234,5.82736449,7.84373387,90.0,90.0,90.0,ortho,Pnma,0.0,-7.872002894,-2.471270425,0.0,7.844914415,0.6013,False,247.0717314
PrScO3,20,Pr1 Sc1 O3,5.6176864,5.82086436,8.06007464,90.0,90.0,90.0,ortho,Pnma,0.0,-9.072905108,-3.878540393,0.0,5.893649057,4.2605,True,263.5627526
PrScS3,20,Pr1 Sc1 S3,6.52742262,7.18798791,9.61925523,90.0,90.0,90.0,ortho,Pnma,0.0,-15.27644783,-2.294959637,0.0,4.151048982,1.8377,True,451.3261716
PrSiP3,40,Pr1 Si1 P3,5.7318266,5.89937356,25.49814329,90.0,90.0,90.0,ortho,Pna2_1,0.0,-5.972942117,-0.679500104,0.0,4.035441187,0.2568,False,862.1989674
PrSn3Ru,40,Pr1 Sn3 Ru1,9.78305544,9.78299114,9.78287338,90.00015192,90.00010905,89.99988064,cubic,Pm-3n,2.7e-05,-5.698323391,-0.478605478,0.0,8.486054847,0.0,False,936.2947912
PrTiGe3,10,Pr1 Ti1 Ge3,5.90503897,6.270529643,6.270528317,119.9993393,89.99999913,89.99999974,hex_,P6_3/mmc,5e-07,-17.5083919,-0.716862677,0.0,6.717116842,0.0,False,201.078043
PrTmS3,40,Pr1 Tm1 S3,3.95716548,11.01907461,21.48260067,78.57751572,90.0,90.0,mono,P2_1/m,0.0,-20.11143266,-2.385432279,0.0,5.874575919,0.6481,True,918.1804137
PrVO3,20,Pr1 V1 O3,5.48384877,5.49925769,7.94591615,90.0,90.0,90.0,ortho,Pnma,8.0000009,-8.947215907,-3.202563798,0.0,6.648298264,1.3016,True,239.6257682
PrVSb3,20,Pr1 V1 Sb3,6.27206377,6.20187894,13.24995256,90.0,90.0,90.0,ortho,Pbcm,7.3152043,-24.78657445,-0.664078595,0.0,7.179875237,0.0,False,515.4043424
PuTlO3,20,Pu1 Tl1 O3,6.131711,6.130994,8.657264,90.0,90.0,90.0,tet,P4/mbm,11.9998883,-8.909490806,-2.518833283,0.0,10.13051318,0.0,False,325.45671
Rb3AuO,5,Rb3 Au1 O1,5.50932825,5.50932825,5.50932825,90.0,90.0,90.0,cubic,Pm-3m,0.0,-3.048704132,-0.816015088,0.0,4.660879718,0.1979,False,167.2229753
Rb3ClO,20,Rb3 Cl1 O1,8.71371812,4.32145197,15.72080491,90.0,90.0,90.0,ortho,Pnma,0.0,-3.541824264,-1.594204288,0.0,3.454207743,1.2234,False,591.981283
Rb3IO,30,Rb3 I1 O1,7.901286808,7.901302717,19.71391187,90.00240118,89.99696374,119.9995519,hex_,P6_3/mmc,0.0,-3.285031566,-1.402316398,0.0,3.732550007,0.634,True,1065.864334
RbAgBr3,5,Rb1 Ag1 Br3,5.445471227,5.448177134,5.447170082,90.16348531,90.09040842,90.00257384,mono,Cm,0.0015185,-2.95601069,-1.209148419,0.0,4.44969067,0.0,False,161.6051935
RbAgCl3,5,Rb1 Ag1 Cl3,5.165475,5.167096,5.169283149,89.9367553,90.0,90.0,mono,Pm,0.0004494,-3.29261896,-1.418802614,0.0,3.606963467,0.0,False,137.9706948
RbAgF3,5,Rb1 Ag1 F3,4.352208895,6.145367685,6.144904236,119.9466536,90.06301513,44.90681261,cubic,Pm-3m,9e-07,-4.042720291,-2.13113856,0.0,5.058941088,0.0,False,82.16833244
RbAuBr3,10,Rb1 Au1 Br3,7.400640239,7.349293435,8.4963451,62.5645301,64.18166802,59.76861089,mono,C2/m,0.0,-3.018250017,-1.185198882,0.0,5.075649374,0.7293,False,341.648676
RbAuI3,10,Rb1 Au1 I3,7.912646931,7.912647766,8.795059566,65.49520593,65.49519854,60.68249464,mono,C2/m,0.0,-2.675341361,-0.910050577,0.0,5.230695887,0.7061,False,421.0463838
RbBS3,20,Rb1 B1 S3,5.832857965,7.125645593,11.91701952,90.0,90.0,104.6840345,mono,P2_1/c,0.0,-5.031868422,-1.016867513,0.0,2.66826525,2.4085,False,479.128174
RbBSe3,20,Rb1 B1 Se3,12.701163,6.283839,7.50395862,75.34263111,90.0,90.0,mono,P2_1/c,0.0011573,-4.462325289,-0.832793234,0.0,3.819179355,1.6569,False,579.4157869
RbBiO3,5,Rb1 Bi1 O3,4.259822,4.259822,4.259822,90.0,90.0,90.0,cubic,Pm-3m,0.0005203,-5.390518846,-1.447628567,0.0,7.356434052,0.0,False,77.29908559
RbBrO3,5,Rb1 Br1 O3,4.4669857,4.466985267,4.466986082,87.66332651,87.66333298,87.66332228,trig,R3m,0.0,-4.545229842,-1.052957117,0.0,3.984692341,3.9953,True,88.91758518
RbCaBr3,20,Rb1 Ca1 Br3,4.37789821,9.69260383,16.09469918,90.0,90.0,90.0,ortho,Pnma,0.0,-3.863597986,-2.284203274,0.0,3.552381521,4.2996,True,682.9501197
RbCaCl3,10,Rb1 Ca1 Cl3,7.507942488,7.507942488,7.507942709,60.88403643,60.88403643,60.88404753,trig,R3c,0.0,-4.319587392,-2.613238606,0.0,2.523313971,5.3844,False,305.2231982
RbCaF3,5,Rb1 Ca1 F3,4.45428814,4.45428814,4.45428814,90.0,90.0,90.0,cubic,Pm-3m,0.0,-5.46258844,-3.718474269,0.0,3.429846023,6.3971,False,88.37611824
RbCaI3,20,Rb1 Ca1 I3,4.69371084,10.46897138,17.37418299,90.0,90.0,90.0,ortho,Pnma,0.0,-3.326797016,-1.815162657,0.0,3.938739796,3.5985,True,853.7382408
RbCdBr3,20,Rb1 Cd1 Br3,4.2474237,9.55090906,15.79276485,90.0,90.0,90.0,ortho,Pnma,0.0,-2.930630724,-1.56035395,0.0,4.536791355,2.7536,False,640.6612619
RbCdCl3,20,Rb1 Cd1 Cl3,4.05372776,9.04405641,15.05258048,90.0,90.0,90.0,ortho,Pnma,0.0,-3.317302857,-1.820072008,0.0,3.661790228,3.5562,False,551.859851
RbCdF3,5,Rb1 Cd1 F3,4.42498073,4.42498073,4.42498073,90.0,90.0,90.0,cubic,Pm-3m,0.0,-4.23332982,-2.698333587,0.0,4.884729257,3.1745,False,86.64313367
RbCoF3,30,Rb1 Co1 F3,6.013009642,6.013009642,14.722671,90.0,90.0,119.9999961,hex_,P6_3/mmc,18.0000018,-5.392403945,-2.622726406,0.0,4.352618193,0.0,False,461.0001394
RbCuCl3,20,Rb1 Cu1 Cl3,6.22716955,7.04645449,11.80800118,90.0,90.0,90.0,ortho,Pbcn,3.8882162,-3.610672768,-1.485602623,0.0,3.273753662,0.1859,True,518.1287962
RbCuF3,10,Rb1 Cu1 F3,5.787292199,5.785407385,5.785407801,94.27056081,117.5560465,117.5560597,tet,I4/mcm,0.0,-4.501472442,-2.338636913,0.0,4.830880661,0.0,False,141.6246985
RbGeBr3,10,Rb1 Ge1 Br3,7.45264327,6.152178918,8.145619223,74.1795581,90.0,90.0,mono,P2_1/m,0.0,-3.521180597,-1.41830029,0.0,3.676821055,3.1238,False,359.3296
RbGeCl3,10,Rb1 Ge1 Cl3,5.834404792,6.98791184,7.952852245,90.0,105.8771394,90.0,mono,P2_1/m,0.0,-3.921218277,-1.691383896,0.0,2.816279615,3.7529,False,311.8706331
RbHgF3,5,Rb1 Hg1 F3,4.54921913,4.54921913,4.54921913,90.0,90.0,90.0,cubic,Pm-3m,0.0,-3.636118128,-2.231189525,0.0,6.050618362,0.6454,False,94.14788544
RbIO3,5,Rb1 I1 O3,4.519323495,4.519324409,4.519323165,89.71652165,89.71650902,89.71651552,trig,R3m,0.0,-4.842215484,-1.372529544,0.0,4.684210199,2.8369,True,92.30058405
RbInCl3,10,Rb1 In1 Cl3,7.736445266,7.736445266,7.736445266,60.0,60.0,60.0,cubic,Fm-3m,0.0,-3.626095887,-1.769032328,0.0,3.110321793,1.6773,False,327.4231438
RbMgCl3,20,Rb1 Mg1 Cl3,7.09539857,7.09539909,11.86949791,90.0,90.0,120.0000023,hex_,P6_3/mmc,2e-07,-3.908508912,-2.277186098,0.0,2.774030075,4.7503,True,517.5074354
RbMgF3,5,Rb1 Mg1 F3,4.056934,4.056934,4.056934,90.0,90.0,90.0,cubic,Pm-3m,0.0,-5.17835363,-3.509265432,0.0,4.147324483,6.9384,False,66.77191431
RbMgH3,30,Rb1 Mg1 H3,5.886684253,5.886683969,14.28385677,90.00000007,90.00000047,119.9997561,hex_,P6_3/mmc,0.0,-2.884899171,-0.32559849,0.0,2.621668556,2.5405,False,428.6656152
RbMnBr3,30,Rb1 Mn1 Br3,12.99505335,12.9951733,6.53335065,90.00063838,89.99892932,119.9949439,hex_,P6_3cm,29.9999999,-4.543790979,-1.533113185,0.0,3.963416746,1.2358,True,955.5399879
RbMnCl3,30,Rb1 Mn1 Cl3,7.155895928,7.155895691,17.79950594,90.00000314,90.0000048,119.9979055,hex_,P6_3/mmc,29.9999996,-4.961344522,-1.823712653,0.0,3.114640126,1.3133,False,789.361176
RbMnF3,5,Rb1 Mn1 F3,4.23247214,4.23247214,4.23247214,90.0,90.0,90.0,cubic,Pm-3m,5.0000009,-6.190304176,-3.014906923,0.0,4.323308649,2.9437,False,75.81974583
RbNO3,5,Rb1 N1 O3,4.75126996,4.751269516,4.751269755,72.80689611,72.80690648,72.80690225,trig,R3m,0.0001497,-6.253632308,-1.421093342,0.0,2.569493494,3.0415,True,95.30445599
RbNbO3,20,Rb1 Nb1 O3,5.145686136,8.4724441,8.991564092,114.2100765,93.50123908,94.76049878,tri,P-1,0.0,-8.024195444,-2.839051019,0.0,4.243448232,3.3093,False,354.3346449
RbNiBr3,10,Rb1 Ni1 Br3,7.3562059,7.356206957,6.23210219,90.0,90.0,120.0000034,hex_,P6_3/mmc,3.9999999,-3.600229622,-1.265927551,0.0,4.365096885,0.4723,False,292.0606172
RbNiCl3,10,Rb1 Ni1 Cl3,6.97274846,6.972747066,5.88951826,90.0,90.0,119.9999969,hex_,P6_3/mmc,4.0000002,-4.01275916,-1.551503014,0.0,3.355084902,0.7089,False,247.980955
RbNiF3,30,Rb1 Ni1 F3,5.832151668,5.832153553,14.27342523,89.99999687,89.99999394,119.9990536,hex_,P6_3/mmc,11.999999,-5.11621333,-2.617191799,0.0,4.766652436,4.6929,True,420.4561769
RbOsO3,10,Rb1 Os1 O3,5.469656641,5.483280644,6.927613491,66.78673358,66.84335152,59.91492004,trig,R-3,1.8154539,-7.021161255,-1.610804351,0.0,6.712720462,0.0,False,160.1466519
RbPO3,20,Rb1 P1 O3,4.23479786,6.481794279,13.12275816,66.49759589,90.0,90.0,mono,P2_1/c,0.0,-6.929038705,-2.681060582,0.0,3.306534152,5.1119,True,330.3261196
RbPS3,10,Rb1 P1 S3,7.024475613,7.257306805,7.257306958,72.93797437,61.0557326,61.05572351,ortho,Immm,0.0,-4.741105192,-0.978887932,0.0,2.50004079,1.8376,False,282.4684458
RbPSe3,30,Rb1 P1 Se3,7.474135477,7.473874796,19.36625941,89.99932197,90.00194187,119.9973452,trig,P3_121,0.0,-4.181909744,-0.805161338,0.0,3.75729861,1.123,False,936.9033196
RbPaO3,5,Rb1 Pa1 O3,4.38112501,4.38112501,4.38112501,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.604355962,-3.530613109,0.0,7.197670045,3.001,False,84.09243656
RbPbBr3,10,Rb1 Pb1 Br3,4.458387341,7.676617825,11.22836159,90.0,90.0,106.8458384,ortho,Cmcm,0.0,-3.533220957,-1.612416808,0.0,4.807117123,2.8211,False,367.8035852
RbPbCl3,10,Rb1 Pb1 Cl3,4.276082772,7.340583959,10.6939405,90.00075316,89.99625657,106.8102266,ortho,Cmcm,0.0,-3.914520416,-1.866762192,0.0,4.124138005,3.263,False,321.3275546
RbPbF3,10,Rb1 Pb1 F3,9.361063103,6.446879579,6.791094373,58.21800898,43.5242133,46.49083906,trig,R3c,0.0,-4.865931515,-2.780407906,0.0,5.681608064,3.8195,False,204.3889973
RbPbI3,20,Rb1 Pb1 I3,4.82902567,10.46796539,17.5311371,90.0,90.0,90.0,ortho,Pnma,0.0,-3.088990618,-1.23594682,0.0,5.047056939,2.4518,False,886.2002704
RbScCl3,10,Rb1 Sc1 Cl3,7.311757677,7.311745027,5.89839408,90.00001326,89.99993037,120.0000509,hex_,P6_3/mmc,2e-07,-4.874307268,-2.302584637,0.0,2.879533009,0.0,False,273.0907702
RbSnBr3,20,Rb1 Sn1 Br3,4.51432928,9.33432247,16.63637103,90.0,90.0,90.0,ortho,Pnma,0.0,-3.503812959,-1.523623852,0.0,4.205809743,2.5418,False,701.0268168
RbSnCl3,10,Rb1 Sn1 Cl3,7.846385026,7.846385026,7.84638508,61.22915159,61.22915159,61.22915282,trig,R3c,0.0006462,-3.88993258,-1.782789398,0.0,2.9380281,2.3264,True,351.0235236
RbSnF3,80,Rb1 Sn1 F3,13.924065,8.412632,15.30846374,82.11373068,90.0,90.0,mono,P2_1/c,0.0003782,-4.930896662,-2.785988096,0.0,3.906562456,3.6899,True,1776.24391
RbSnI3,20,Rb1 Sn1 I3,4.75301072,10.40655468,17.43905401,90.0,90.0,90.0,ortho,Pnma,0.0,-3.064690359,-1.152261604,0.0,4.503866369,2.0077,False,862.5786152
RbSrI3,10,Rb1 Sr1 I3,8.266866313,8.266866313,12.14825989,90.0,90.0,146.1268279,ortho,Cmcm,0.0,-3.317850925,-1.868850924,0.0,3.974697601,4.0221,True,462.7313253
RbTaO3,20,Rb1 Ta1 O3,6.430271023,6.430269925,8.168089365,86.24770949,86.24770814,83.070555,mono,C2/m,0.0,-8.570600906,-3.032331979,0.0,6.25290629,3.5412,False,333.9864739
RbTiCl3,10,Rb1 Ti1 Cl3,7.231210848,7.232133718,5.70584475,90.10082694,89.76850655,120.0044219,hex_,P6_3/mmc,2.3350699,-4.913430387,-2.029103173,0.0,3.080567691,0.0,False,258.4075137
RbTlF3,10,Rb1 Tl1 F3,6.688565187,6.688565187,6.688565187,60.0,60.0,60.0,cubic,Fm-3m,0.0,-4.297066624,-2.479778006,0.0,5.444177506,2.0588,False,211.5845218
RbUO3,5,Rb1 U1 O3,4.32836957,4.32837261,4.32837261,90.0,90.0,90.0,cubic,Pm-3m,0.9999999,-8.72775054,-3.30458512,0.0,7.607261576,0.4542,False,81.09117913
RbVBr3,30,Rb1 V1 Br3,12.89200448,12.89195418,6.45834038,90.00080995,89.999575,119.9999502,trig,P-3c1,17.9999996,-4.544029069,-1.54897312,0.0,4.031227382,0.6079,False,929.5890108
RbVCl3,10,Rb1 V1 Cl3,7.02059643,7.020593592,6.16212563,90.0,90.0,119.9999828,hex_,P6_3/mmc,6.000001,-4.993331596,-1.871321572,0.0,3.065222274,0.4023,False,263.0323091
RbVF3,5,Rb1 V1 F3,4.18167212,4.18171472,4.18157622,90.0,90.0,90.0,cubic,Pm-3m,2.9999993,-6.19578712,-3.036011711,0.0,4.392090675,2.2325,False,73.12138287
RbVO3,20,Rb1 V1 O3,5.319552,5.70559893,11.31629318,90.0,90.0,90.0,ortho,Pbcm,0.0,-7.391282189,-2.409617558,0.0,3.566212187,3.0572,False,343.4634193
RbZnF3,30,Rb1 Zn1 F3,5.887971132,5.887970705,14.41410263,90.00000098,89.9999883,119.9994431,hex_,P6_3/mmc,0.0,-4.391544364,-2.796601447,0.0,4.785687884,4.0784,True,432.764862
ReClO3,20,Re1 Cl1 O3,9.04782768,5.589611587,9.016628178,57.03039353,90.0,90.0,mono,P2_1/c,0.0,-7.685232689,-1.857125913,0.0,4.681787337,3.5834,False,382.5701114
ReO3F,30,Re1 O3 F1,6.08501428,6.809656732,10.47486922,89.74707039,90.0,90.0,mono,P2/c,0.0,-8.027162764,-2.186467526,0.0,5.812179655,3.009,False,434.0414439
SbAsO3,20,Sb1 As1 O3,13.18079052,4.582365786,6.80426344,53.12739553,90.0,90.0,mono,P2_1/c,0.0,-6.426155284,-1.697553926,0.0,4.943337655,3.5099,False,328.7660241
Sc3AlC,5,Sc3 Al1 C1,4.5094935,4.5094935,4.5094935,90.0,90.0,90.0,cubic,Pm-3m,1.03e-05,-6.988557656,-0.594227929,0.0,3.148222464,0.0,False,91.70294769
Sc3BPb,5,Sc3 B1 Pb1,4.67792943,4.67792943,4.67792943,90.0,90.0,90.0,cubic,Pm-3m,1.7e-06,-20.17887638,-0.613486306,0.0,5.724184047,0.0,False,102.3672408
Sc3GaC,5,Sc3 Ga1 C1,4.4743237,4.4743237,4.4743237,90.0,90.0,90.0,cubic,Pm-3m,2e-06,-6.922800604,-0.671966838,0.0,4.015394573,0.0,False,89.57404802
Sc3InC,5,Sc3 In1 C1,4.55061831,4.55061831,4.55062449,90.0,90.0,90.0,cubic,Pm-3m,3e-07,-6.864095884,-0.667046574,0.0,4.611424324,0.0,False,94.23490988
Sc3InN,5,Sc3 In1 N1,4.46445515,4.46445824,4.46445824,90.0,90.0,90.0,cubic,Pm-3m,4.89e-05,-7.209011366,-1.190039605,0.0,4.920857348,0.0,False,88.98278502
Sc3PbC,5,Sc3 Pb1 C1,4.55407219,4.55407219,4.55407219,90.0,90.0,90.0,cubic,Pm-3m,7.94e-05,-7.06481369,-0.677069714,0.0,6.225135998,0.0,False,94.44951496
Sc3SnB,5,Sc3 Sn1 B1,4.65396808,4.65396808,4.65396808,90.0,90.0,90.0,cubic,Pm-3m,2.33e-05,-13.93355568,-0.675955673,0.0,4.355337806,0.0,False,100.8022441
Sc3SnC,5,Sc3 Sn1 C1,4.53027743,4.53027743,4.53027743,90.0,90.0,90.0,cubic,Pm-3m,2.16e-05,-7.236472258,-0.789343326,0.0,4.743335711,0.0,False,92.97675739
Sc3TlC,5,Sc3 Tl1 C1,4.54420828,4.54420828,4.54420828,90.0,90.0,90.0,cubic,Pm-3m,7.4e-06,-6.73937792,-0.619868935,0.0,6.215917687,0.0,False,93.83712343
ScBIr3,5,Sc1 B1 Ir3,4.12710079,4.12710079,4.12710079,90.0,90.0,90.0,cubic,Pm-3m,3.94e-05,-8.564768664,-0.659335981,0.0,14.93887984,0.0,False,70.29674651
ScBO3,10,Sc1 B1 O3,5.799975271,5.799975081,5.799976905,48.58945306,48.58945178,48.58945248,trig,R-3c,0.0,-9.008089935,-3.436941157,0.0,3.423054231,4.118,True,100.6738489
ScBRh3,5,Sc1 B1 Rh3,4.09667077,4.09667077,4.09667077,90.0,90.0,90.0,cubic,Pm-3m,0.0250306,-7.774343224,-0.753386327,0.0,8.803060283,0.0,False,68.75324322
ScCo3C,5,Sc1 Co3 C1,3.78085852,3.78097813,3.78097813,90.0,90.0,90.0,cubic,Pm-3m,4.9e-06,-7.671762876,-0.279485925,0.0,7.181779254,0.0,False,54.05038067
ScRh3C,5,Sc1 Rh3 C1,4.07473446,4.07473446,4.07473446,90.0,90.0,90.0,cubic,Pm-3m,1.6e-06,-8.02562332,-0.494811678,0.0,8.975446555,0.0,False,67.65469436
ScRu3C,5,Sc1 Ru3 C1,4.06130662,4.06130662,4.06130662,90.0,90.0,90.0,cubic,Pm-3m,7.28e-05,-8.953600442,-0.276731999,0.0,8.928269047,0.0,False,66.9880502
ScSi3Ni,10,Sc1 Si3 Ni1,10.48199976,10.48199976,3.82633472,90.0,90.0,158.9387153,ortho,Cmmm,0.0,-6.256147665,-0.57843569,0.0,4.130576629,0.0,False,151.0805729
ScUS3,10,Sc1 U1 S3,3.75350386,6.400398772,9.22203523,90.0001007,90.0,107.0510791,ortho,Cmcm,5.7428999,-25.15981213,-2.070707882,0.0,5.945328807,0.0,False,211.8109622
SiH3I,20,Si1 H3 I1,4.725467145,8.57542253,10.64149949,90.0,102.7791678,90.0,mono,P2_1/c,0.0,-3.708836837,-0.281870845,0.0,2.495709267,4.2188,False,420.5426887
SiPbO3,60,Si1 Pb1 O3,7.0522272,11.22191635,13.00114339,60.35943029,90.0,90.0,mono,P2/c,0.0,-7.392296107,-2.595926484,0.0,6.312259446,3.1905,False,894.2667611
Sm3AlN,5,Sm3 Al1 N1,4.90354893,4.90353862,4.90353862,90.0,90.0,90.0,cubic,Pm-3m,1.03e-05,-21.98053078,-0.968606388,0.0,6.930183235,0.0,False,117.9043188
Sm3InN,5,Sm3 In1 N1,4.9428586,4.94285653,4.94285653,90.0,90.0,90.0,cubic,Pm-3m,6.32e-05,-25.28695203,-1.105729228,0.0,7.97391367,0.0,False,120.7630844
Sm3SnN,5,Sm3 Sn1 N1,4.91656245,4.91656245,4.91656245,90.0,90.0,90.0,cubic,Pm-3m,9e-06,-6.367403964,-1.066682363,0.0,8.156917192,0.0,False,118.8460302
Sm3TlC,5,Sm3 Tl1 C1,5.04207852,5.04207852,5.04207852,90.0,90.0,90.0,cubic,Pm-3m,6.5e-06,-5.489774876,-0.338595673,0.0,8.646784531,0.0,False,128.1825225
SmAl3Cu,5,Sm1 Al3 Cu1,6.06681949,6.06681949,6.06681949,139.74439,139.74439,58.24161222,tet,I4mm,0.0,-12.67200468,-0.516801622,0.0,5.298943945,0.0,False,92.39783841
SmAl3Ni,20,Sm1 Al3 Ni1,4.07345316,8.15999999,10.70423674,90.0,90.0,90.0,ortho,Pnma,4.1e-06,-4.932730161,-0.5856401,0.0,5.41371669,0.0,False,355.8021685
SmAlO3,20,Sm1 Al1 O3,5.28319658,5.2813461,7.46953229,90.0,90.0,90.0,ortho,Pnma,1e-07,-8.359403766,-3.69779477,0.0,7.181448769,4.8614,False,208.4178005
SmBO3,20,Sm1 B1 O3,6.238567888,6.494456475,6.490059025,93.07748134,107.5582598,107.9284307,tri,P-1,0.0,-8.736661671,-3.488289486,0.0,5.902162905,5.2713,False,235.3941317
SmBRh3,5,Sm1 B1 Rh3,4.20876944,4.20876944,4.20876944,90.0,90.0,90.0,cubic,Pm-3m,0.0014627,-7.432987418,-0.734807115,0.0,10.46592416,0.0,False,74.55304842
SmCoO3,20,Sm1 Co1 O3,5.2555446,5.38013421,7.49230809,90.0,90.0,90.0,ortho,Pnma,0.0,-7.906673629,-2.567496455,0.0,8.066922551,0.0,False,211.8490218
